,mod,org
0,0,0
1,0,0
2,0,0
3,0,5
4,0,1
5,0,3
6,0,1
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,64,0
16,152,0
17,0,0
18,62,0
19,0,0
20,3805,0
21,4328,0
22,4950,0
23,4250,0
24,4467,0
25,4262,0
26,4690,0
27,4777,0
28,4173,0
29,4068,0
30,5164,0
31,3861,0
32,5073,0
33,3884,0
34,6320,0
35,3286,0
36,4905,0
37,4232,0
38,5819,0
39,6116,0
40,4078,0
41,4887,0
42,5562,0
43,4282,0
44,4258,0
45,4787,0
46,4461,0
47,5176,0
48,4590,0
49,6366,0
50,4602,0
51,5686,0
52,4149,0
53,5444,0
54,4814,0
55,5561,0
56,5141,0
57,4895,0
58,4990,0
59,5229,0
60,4377,0
61,5491,0
62,4498,0
63,5016,0
64,4558,16
65,5227,0
66,3807,0
67,5206,1
68,6908,0
69,4801,0
70,4377,9
71,5562,0
72,5333,1
73,5120,0
74,6261,0
75,4790,0
76,6160,0
77,4333,0
78,5126,0
79,4020,0
80,5418,0
81,6066,0
82,5007,0
83,4502,0
84,5671,0
85,5038,0
86,5615,0
87,3758,0
88,4928,0
89,6680,0
90,4716,0
91,6259,0
92,5583,0
93,4254,0
94,6146,0
95,6422,0
96,4670,0
97,4436,0
98,7161,0
99,5436,0
100,5711,0
101,5595,0
102,5579,0
103,5557,0
104,6464,0
105,5104,0
106,5580,0
107,5425,0
108,6096,0
109,4920,0
110,5177,0
111,4412,0
112,6981,0
113,5039,0
114,5901,0
115,4413,0
116,5702,0
117,5600,0
118,582185,0
119,15,0
120,3,0
121,6,0
122,2,0
123,19,0
124,0,0
125,0,0
126,3,0
127,9,0
128,62,0
129,4,0
130,59,0
131,80,0
132,1,0
133,63,0
134,356,0
135,19,0
136,54,0
137,92,0
138,24,0
139,59,0
140,97,0
141,27,0
142,64,0
143,102,0
144,47,0
145,66,0
146,98,0
147,70,0
148,62,0
149,127,0
150,65,0
151,72,0
152,138,0
153,116,0
154,61,0
155,169,0
156,0,0
157,1,0
158,0,0
159,0,0
160,1,0
161,0,0
162,1,0
163,0,0
164,0,0
165,0,0
166,9,0
167,0,0
168,0,0
169,0,0
170,1,0
171,0,0
172,0,0
173,0,0
174,0,0
175,0,0
176,0,0
177,0,0
178,0,0
179,0,0
180,0,0
181,0,0
182,0,0
183,0,0
184,0,0
185,0,0
186,0,0
187,0,0
188,0,0
189,0,0
190,0,0
191,0,0
192,0,0
193,0,0
194,0,0
195,0,0
196,0,0
197,0,0
198,0,0
199,0,0
200,0,0
201,0,0
202,1,0
203,0,0
204,0,0
205,0,0
206,0,0
207,0,0
208,0,0
209,0,0
210,0,0
211,0,0
212,0,0
213,0,0
214,0,0
215,0,0
216,0,0
217,0,0
218,0,0
219,0,0
220,0,0
221,0,0
222,0,0
223,0,0
224,0,0
225,0,0
226,0,0
227,0,0
228,0,0
229,0,0
230,0,0
231,0,0
232,0,0
233,0,0
234,0,0
235,0,0
236,0,0
237,0,0
238,0,0
239,0,0
240,0,0
241,0,0
242,0,0
243,0,0
244,0,0
245,0,0
246,0,0
247,0,0
248,0,0
249,0,0
250,0,0
251,0,0
252,0,0
253,0,0
254,0,0
255,0,0
256,0,0
257,0,0
258,0,0
259,0,0
260,0,0
261,0,0
262,0,0
263,0,0
264,0,0
265,0,0
266,0,0
267,0,0
268,0,0
269,0,0
270,0,0
271,0,0
272,0,0
273,0,0
274,0,0
275,0,0
276,0,0
277,0,0
278,0,0
279,0,0
280,0,0
281,0,0
282,0,0
283,0,4
284,0,0
285,0,0
286,0,0
287,0,0
288,0,0
289,0,0
290,0,0
291,0,0
292,0,0
293,0,0
294,0,0
295,0,0
296,0,4
297,0,0
298,0,0
299,0,0
300,0,0
301,0,0
302,0,0
303,0,0
304,0,0
305,0,0
306,0,0
307,0,0
308,0,0
309,0,0
310,0,0
311,0,0
312,0,0
313,0,0
314,0,0
315,0,0
316,0,0
317,0,0
318,0,0
319,0,0
320,0,0
321,0,0
322,0,0
323,0,0
324,0,0
325,0,0
326,0,0
327,0,0
328,0,0
329,0,0
330,0,0
331,0,0
332,0,0
333,0,0
334,0,0
335,0,0
336,0,0
337,0,0
338,0,4
339,0,0
340,0,0
341,0,0
342,0,0
343,0,0
344,0,0
345,0,0
346,0,0
347,0,0
348,0,0
349,0,0
350,0,0
351,0,4
352,0,0
353,0,0
354,0,0
355,0,0
356,0,0
357,0,0
358,0,0
359,0,0
360,0,0
361,0,0
362,0,0
363,0,0
364,0,0
365,0,0
366,0,0
367,0,0
368,0,0
369,0,0
370,0,0
371,0,0
372,0,0
373,0,0
374,0,0
375,0,0
376,7,0
377,0,0
378,0,0
379,0,0
380,0,0
381,0,0
382,0,0
383,0,0
384,0,0
385,0,0
386,0,0
387,0,0
388,0,0
389,0,0
390,0,0
391,0,0
392,0,0
393,0,0
394,0,0
395,0,0
396,0,0
397,0,0
398,0,0
399,0,0
400,0,0
401,0,0
402,0,0
403,0,0
404,0,0
405,0,0
406,0,0
407,0,0
408,0,0
409,0,0
410,0,0
411,0,0
412,0,0
413,0,0
414,0,0
415,0,0
416,0,0
417,7,0
418,0,0
419,0,0
420,0,0
421,0,0
422,0,0
423,0,0
424,0,0
425,0,0
426,0,4
427,0,0
428,0,0
429,0,0
430,0,0
431,5,0
432,0,0
433,0,0
434,0,0
435,0,0
436,0,0
437,0,0
438,0,0
439,0,4
440,0,0
441,0,0
442,0,0
443,0,0
444,0,0
445,0,0
446,0,0
447,0,0
448,0,0
449,0,0
450,0,0
451,0,0
452,0,0
453,0,0
454,0,0
455,0,0
456,0,0
457,0,0
458,0,0
459,0,0
460,0,0
461,0,0
462,0,0
463,0,0
464,0,0
465,0,0
466,0,0
467,0,0
468,0,0
469,0,0
470,7,0
471,0,0
472,0,0
473,0,0
474,0,0
475,0,0
476,0,0
477,0,0
478,0,0
479,0,4
480,0,0
481,0,0
482,0,0
483,0,0
484,0,0
485,0,0
486,0,0
487,0,0
488,0,0
489,0,0
490,0,0
491,7,0
492,0,0
493,0,4
494,0,0
495,0,0
496,0,0
497,0,0
498,0,0
499,0,0
500,0,0
501,0,0
502,0,0
503,0,0
504,0,0
505,0,0
506,0,0
507,0,0
508,0,0
509,11,0
510,0,0
511,0,0
512,0,0
513,0,0
514,0,0
515,0,0
516,0,0
517,0,0
518,0,0
519,0,0
520,0,0
521,0,0
522,0,0
523,0,0
524,0,0
525,0,0
526,0,0
527,0,0
528,0,0
529,0,0
530,10,0
531,0,0
532,0,0
533,0,0
534,0,0
535,0,0
536,0,0
537,0,0
538,0,0
539,0,0
540,0,0
541,0,0
542,0,0
543,0,0
544,0,0
545,0,0
546,0,0
547,0,0
548,0,0
549,0,0
550,0,0
551,0,0
552,0,0
553,0,0
554,0,0
